iter	Logloss
544	0.1155306198
545	0.1154617266
546	0.1153961514
547	0.1153548111
548	0.1153103726
549	0.1152561865
550	0.1151945922
551	0.1150911732
552	0.1150069056
553	0.1149717229
554	0.1149224784
555	0.1148785927
556	0.1148253482
557	0.1147745431
558	0.1147082458
559	0.1146526808
560	0.1145915364
561	0.1145253715
562	0.1144708775
563	0.1144281731
564	0.1143722172
565	0.1143494399
566	0.1142733782
567	0.1142102337
568	0.1141901479
569	0.1141623702
570	0.1141420731
571	0.1140880089
572	0.1140216097
573	0.1139426716
574	0.1138865044
575	0.1138431568
576	0.1138031428
577	0.1137638162
578	0.1137133284
579	0.1136531676
580	0.1136170653
581	0.1135615623
582	0.1135171039
583	0.1134663239
584	0.1133930021
585	0.1133571614
586	0.1133085054
587	0.1132513661
588	0.1131804047
589	0.1131247652
590	0.1130850412
591	0.1130359996
592	0.1129728362
593	0.1129036152
594	0.1128781496
595	0.1127798959
596	0.1127260083
597	0.1126713703
598	0.1126014872
599	0.1125276893
600	0.1124807558
601	0.1124261272
602	0.1123606928
603	0.1122940613
604	0.1122373382
605	0.1121825268
606	0.1121505558
607	0.1121008951
608	0.1120306178
609	0.1119618466
610	0.1119107461
611	0.1117949605
612	0.111735609
613	0.1116984988
614	0.1116531754
615	0.1116137163
616	0.1115678232
617	0.1115125589
618	0.1114192447
619	0.1113934932
620	0.1113343078
621	0.1112812126
622	0.1112311378
623	0.1111835443
624	0.1111432529
625	0.1110843858
626	0.1109873219
627	0.1109202028
628	0.1108730118
629	0.1107810723
630	0.1107015656
631	0.1106684643
632	0.1106355584
633	0.1106030319
634	0.1105416216
635	0.1104831124
636	0.1104105441
637	0.1103596081
638	0.1103182368
639	0.1102806699
640	0.1102376408
641	0.1102153663
642	0.1101562386
643	0.1101074828
644	0.1100678193
645	0.110005027
646	0.10996159
647	0.1099072426
648	0.1098330338
649	0.1097686382
650	0.1097274466
651	0.1096731318
652	0.1096044483
653	0.1095715335
654	0.1095017313
655	0.109462845
656	0.1094328781
657	0.1093865127
658	0.1093471813
659	0.1093094069
660	0.1092600084
661	0.1092031728
662	0.1091589997
663	0.1091206898
664	0.10908661
665	0.1090198367
666	0.1089846891
667	0.1089627027
668	0.1089042944
669	0.1088468114
670	0.1087984755
671	0.1087408401
672	0.1086781487
673	0.1086340848
674	0.1085948932
675	0.1085617094
676	0.1085106352
677	0.1084689297
678	0.1084339629
679	0.1083963025
680	0.1083733675
681	0.1083162519
682	0.1082760734
683	0.1082315367
684	0.1081728441
685	0.1081352715
686	0.108086234
687	0.1080337242
688	0.1080022754
689	0.1079250845
690	0.1078555251
691	0.1078306248
692	0.107756386
693	0.1076820316
694	0.1076239008
695	0.1075786383
696	0.1075429695
697	0.1075217397
698	0.1074659204
699	0.1074278055
700	0.1073427414
701	0.1073177387
702	0.107268904
703	0.1072238586
704	0.1071964771
705	0.1071645428
706	0.107113828
707	0.1070920265
708	0.107066986
709	0.106986112
710	0.1069383667
711	0.1069126824
712	0.1068535831
713	0.1067649799
714	0.1067115032
715	0.1066501559
716	0.1066254837
717	0.1065717721
718	0.1065459208
719	0.1064955712
720	0.1064506224
721	0.1064099816
722	0.1063907549
723	0.1063307696
724	0.1062553433
725	0.1062171805
726	0.1061676722
727	0.1061043276
728	0.1060435657
729	0.1060100529
730	0.1059521711
731	0.1058867982
732	0.1058566106
733	0.1057858394
734	0.1057522951
735	0.1057162852
736	0.1056667659
737	0.1056414006
738	0.105597652
739	0.105532205
740	0.1054553214
741	0.1054044958
742	0.1053848855
743	0.105358918
744	0.1053320488
745	0.1052918898
746	0.1052291894
747	0.1051907366
748	0.1051450265
749	0.1050856891
750	0.1050372008
751	0.1049961884
752	0.10494044
753	0.1048994566
754	0.104833958
755	0.1047719507
756	0.1047267891
757	0.1046986646
758	0.1046773686
759	0.1046395679
760	0.104607136
761	0.1045519904
762	0.1045104762
763	0.1044753302
764	0.1044484453
765	0.1044212482
766	0.1044036221
767	0.1043613801
768	0.1043197319
769	0.1042766055
770	0.1042261744
771	0.1041878257
772	0.1041351645
773	0.1041066884
774	0.1040631191
775	0.1040165518
776	0.1039698827
777	0.1039221473
778	0.1038923675
779	0.1038375104
780	0.1037986766
781	0.1037785152
782	0.1037231515
783	0.103643991
784	0.1035744978
785	0.1035210385
786	0.1034711166
787	0.1034208122
788	0.1033875558
789	0.1033505266
790	0.1032950178
791	0.1032717881
792	0.1032226618
793	0.1031825107
794	0.1031477515
795	0.1031062519
796	0.1030685942
797	0.1030320862
798	0.1030009759
799	0.1029793599
800	0.1029553046
801	0.1029259657
802	0.10289789
803	0.1028613436
804	0.1027901368
805	0.1027684651
806	0.1027302945
807	0.1026926383
808	0.102622598
809	0.1025759242
810	0.1025020343
811	0.102451216
812	0.1024296331
813	0.1023613962
814	0.102318159
815	0.1022572746
816	0.1022400521
817	0.1021898287
818	0.102149677
819	0.1021014114
820	0.1020528401
821	0.1020064289
822	0.1019794641
823	0.1019558271
824	0.1019176775
825	0.1018802967
826	0.1018481785
827	0.1017844939
828	0.10172695
829	0.1016750103
830	0.1016224022
831	0.1015828338
832	0.1015398351
833	0.1014897457
834	0.1014605355
835	0.101392305
836	0.101342174
837	0.1012982988
838	0.1012294193
839	0.1011960621
840	0.1011528852
841	0.1011162879
842	0.1010864939
843	0.1010585942
844	0.101018988
845	0.100995248
846	0.100931812
847	0.1008602815
848	0.1008136859
849	0.1007575566
850	0.1007237858
851	0.1006921121
852	0.1006538222
853	0.1006291769
854	0.1005946961
855	0.1005540994
856	0.1005166403
857	0.100489615
858	0.1004748223
859	0.1004451008
860	0.100413361
861	0.1003851881
862	0.1003656745
863	0.1003117212
864	0.1002762831
865	0.1002472521
866	0.1002017952
867	0.1001613708
868	0.1001316446
869	0.1000781443
870	0.1000149473
871	0.09999210009
872	0.09996122887
873	0.09990649417
874	0.09986804663
875	0.09982813563
876	0.09979808415
877	0.09973720296
878	0.09971863472
879	0.09965743351
880	0.09963188537
881	0.09959292706
882	0.09955949151
883	0.09952000352
884	0.09948706402
885	0.0994570199
886	0.09938469855
887	0.09935416731
888	0.09931614751
889	0.09927529275
890	0.09922837032
891	0.0991994565
892	0.09915732746
893	0.09910714077
894	0.09905772232
895	0.09902322794
896	0.09898025079
897	0.09896087962
898	0.0989384239
899	0.09888011176
900	0.09884910812
901	0.09882740541
902	0.09879495566
903	0.09877036861
904	0.09872814919
905	0.09869362065
906	0.09866336318
907	0.09863682451
908	0.09858768562
909	0.09854828013
910	0.0985264408
911	0.09849163849
912	0.09845071857
913	0.09836021469
914	0.09832521112
915	0.09824600708
916	0.09817267578
917	0.09815098358
918	0.09813020991
919	0.09807985769
920	0.09802421498
921	0.09797502774
922	0.09791484228
923	0.09788582021
924	0.09785998463
925	0.09784144792
926	0.09781556399
927	0.09778355143
928	0.09772584097
929	0.09769973792
930	0.0976628626
931	0.09761402743
932	0.09757970015
933	0.09751505654
934	0.0974808312
935	0.09743178637
936	0.0973541698
937	0.09731604385
938	0.09724208407
939	0.09718243827
940	0.09715975765
941	0.09711398234
942	0.09708099187
943	0.09702250317
944	0.09696284161
945	0.0969292027
946	0.09690140604
947	0.0968822046
948	0.09686220811
949	0.09683936407
950	0.09681389737
951	0.0967736238
952	0.09672355691
953	0.09669612703
954	0.09667691403
955	0.09665222399
956	0.09662563855
957	0.09658508385
958	0.09655331511
959	0.09650207641
960	0.09646803446
961	0.09640799614
962	0.09636114044
963	0.09631580075
964	0.09626829083
965	0.09623025631
966	0.09620805125
967	0.09617910222
968	0.09615742631
969	0.09610867784
970	0.0960844581
971	0.09604753759
972	0.0960198949
973	0.09598818344
